voltage,current,temperature,humidity,light_intensity,power,fault
196.44700941791507,3.8716292664613126,77.53194802065585,41.627966180999124,698.5835781873031,575.415140827374,1.0
163.58242155180628,2.5787558934906385,47.14135982720285,28.445482061823405,962.643073460886,806.6828248356727,1.0
217.51035851520928,4.817523635228557,24.31182776779592,44.25843658629829,925.5403609459896,1192.5975100714618,0.0
232.7767682189851,6.082501172450542,22.24749153695721,31.679386951501435,550.1938982507061,1187.6173931693074,0.0
229.55142320501238,5.851107472317619,22.504533375308664,27.44864628026605,750.2427501690786,1111.0886382828419,0.0
204.84255885002767,5.405404136579891,26.45162995356412,32.106614942803255,717.3888008285458,1222.8030209608135,0.0
227.75935411049466,4.177268066055915,61.17124216149851,48.7278741446961,899.5693754370362,831.2737955863371,1.0
207.204230332643,4.915589138404995,26.38986559035432,45.212799050138145,849.5805021027571,1000.7421993271178,0.0
178.16063067593907,1.2259271365129834,69.049620414942,37.09558517988851,746.7856109826898,681.7928565150488,1.0
227.74634053429338,4.972115461171147,25.596844440389482,54.36335405705979,711.223048846146,1302.259023056948,0.0
225.9065483069231,4.763080326464542,23.844934564861408,41.43048769878952,822.7495875732054,873.3947905850717,0.0
150.36838456897263,3.197984438112084,64.61272084317831,38.25352054318372,736.3154785729611,803.3525832449549,1.0
214.5508091319105,3.9136652269929817,26.499592371221112,42.810092502818065,840.9636118683993,1185.673742147046,0.0
169.69658201815963,2.4168325999734703,56.87322830346724,52.85582234361679,809.2627587948923,947.172457335553,1.0
223.61395605508415,4.976539710560408,27.896192453773512,27.306695034533007,857.2006278300473,982.1076508701675,0.0
199.34356244877898,4.3204583705862785,61.829944496452605,46.93823453859102,724.9279665507187,807.8686080334166,1.0
161.86702909691414,3.7698761354132557,52.257961816470996,39.75713504329974,702.8937970892267,933.776086939222,1.0
207.55345296688583,5.81233922923478,18.38330182870279,50.81984809249942,848.9254535076327,1062.1420256786846,0.0
227.17542255795962,4.708461280715531,24.476937226291493,39.02084753557096,743.8442253669375,1065.4853118861972,0.0
216.14917719583684,5.197901766718704,22.3986093528673,32.90558997572453,818.125116260205,1135.1165467627084,0.0
172.83511244184984,2.3409305042870767,45.208039816422335,48.50719394460647,807.9649582613926,622.9309272151877,1.0
163.67690021943912,2.5271852354132545,61.93448574991796,23.93743211598042,781.7839416142076,897.0356784884849,1.0
201.65999877033738,3.3785163626142296,61.58093898576786,44.0968534374655,860.4051644921623,876.5803067676854,1.0
200.13213082065255,2.856388340102016,45.28873594626482,53.91920887679919,867.6507476439975,753.4404794366046,1.0
175.4183793815658,2.9747851893375166,57.52119880921337,44.67690103858885,748.9936049903918,923.888537454598,1.0
217.30593165555442,5.430236744179872,24.929343547377286,45.22250636017779,822.6684248494597,1110.7057452992296,0.0
158.03181564074896,1.8280202031160888,49.366455001696814,37.296286008642085,711.428620020031,659.2299341388373,1.0
180.7514971867173,2.1471742626978556,69.4814295047205,55.97397293221623,792.4328927342937,741.3462999701635,1.0
175.56437192567728,3.4919557112251027,53.718506002443576,41.17707418460958,905.6101251669988,564.5915606937974,1.0
183.71675257805506,3.0070307541056573,73.68094236814898,50.15220891814305,937.448498142756,943.3903733496144,1.0
173.33924761892476,3.0828305231593403,38.954172012346675,31.771440984815676,823.5135299366189,883.5312083552218,1.0
226.54365656354057,4.8540943655422275,26.954565974018518,40.34027411072232,806.7838513916938,1165.9531469589137,0.0
168.11578255236668,3.5475603821091424,72.49710420184319,41.93406367189717,699.5920367044972,619.412952655043,1.0
204.36960429743374,0.8603462974766871,55.86105057725143,39.60073536626636,781.6754756790718,595.6934943717864,1.0
243.1465856667351,4.406200790485244,23.924979543936335,29.498592603978544,560.8043795686976,1278.4775039185095,0.0
214.36275447196024,5.085208111187744,23.01903658157966,57.96360822926964,768.2649507757466,1177.080221998797,0.0
229.71570950954356,4.580395166330497,24.869569150558412,44.18205755887972,894.5869643684146,1090.8924139646972,0.0
230.5842448684959,4.889373188207114,28.37306007961151,44.44198327290672,810.2484642158207,1022.8799700450709,0.0
201.25707386066432,1.6386673133700669,56.123701673367535,32.68745431187043,601.9163529077366,970.6665171002993,1.0
220.87047068238172,4.221709050670125,26.847313449313425,47.75155494034783,763.6883338844434,1104.128745558744,0.0
179.92391732658402,5.823244150056388,60.780074184788575,50.599501697623765,788.2827995025624,879.6300743100724,1.0
219.44452301103382,5.367438893024909,20.180268697783962,42.92715482141853,850.0143033113884,1093.9962458311436,0.0
193.81821914784385,3.742472488792865,59.63419960123154,47.03492148225025,702.9728674091762,718.1057109327608,1.0
213.87211309515612,5.6521701214390765,26.225821923105304,36.281421177213346,792.4128549314977,1043.3294891944947,0.0
210.97278590048074,2.7696751385056637,63.42926377321343,51.89226461255785,730.2635772083829,826.0920812619217,1.0
219.8098379209731,4.71174479963664,28.6358319561592,34.06188591931295,840.4212865277332,1046.0408779262868,0.0
215.98779528114164,4.920735213486515,29.601183129749497,59.53259137526568,1009.7939339132431,950.2553331394251,0.0
217.97807347566106,5.237349116439977,27.662966277621507,39.996863273882255,753.5418921884382,1002.1259163690233,0.0
222.56029734313876,4.473158790426823,23.994586656485644,35.42151613817511,720.9118208305434,1157.9346759756775,0.0
214.28821010217203,4.918466518028118,26.002529251734693,56.43378155804534,880.8036189402071,1146.795042213185,0.0
224.71468357135996,4.280861010841317,27.367170062126558,43.514799003522015,972.6226545635633,922.060106949278,0.0
234.415686206579,4.771451871706864,24.07455163463254,29.226239230152416,740.2332316745143,1080.2379532204034,0.0
170.3148329613834,2.1207686203745126,27.789836440142864,19.31624284568968,736.9951568651659,1042.5567386782523,1.0
161.41727318980483,4.23131387664852,51.75387990234978,26.595113586335632,997.4078687745024,722.8866793448153,1.0
223.37602662075201,4.8867605540492365,22.395121804370902,21.59922255494247,792.0611575594297,1093.642646081388,0.0
232.7155509499416,4.784189843640976,24.209655351753252,39.16282040150788,825.1316648238103,1050.136610421155,0.0
202.36959844637266,5.6900456770737255,25.465572051576938,51.97246923645228,839.3307050005324,1081.3321037686555,0.0
219.92027358683382,4.724070927053777,24.95848676171729,36.729826823902286,839.5420985388038,1058.8975063496828,0.0
226.81952971294965,4.467443168462314,27.516821501408835,39.46095150994261,687.2503901046962,948.9958788014748,0.0
221.91099068019903,4.946348927997885,20.448478909984964,56.14778790709852,864.4518491645291,1010.6253980916285,0.0
228.23170583961914,4.522438710325323,25.571906773795074,36.60877720729961,852.3223185737033,1308.4712921231016,0.0
222.89774856896412,4.989316352825782,21.958312143122388,42.327867429401635,692.9808437105669,995.4470514325947,0.0
213.53427115757472,4.290817133533484,23.838608050631457,55.30195198863351,842.0699631018479,1113.4166415995844,0.0
230.03532897892023,5.58041339368926,24.597162513441088,40.18401630783438,829.7244273380124,1260.757830639951,0.0
215.60268941725826,5.073396505992775,23.09332647578679,44.20191542894992,608.5939929412533,1244.1942401952601,0.0
211.38715798671737,5.092275651598518,29.33089601040644,34.64683287432341,754.1361363898916,1308.2660322109798,0.0
217.8231879677278,4.987486520627428,24.037997123328424,28.181258745791986,804.4358797515607,1072.7589983396313,0.0
157.1332201783228,2.5965615873499015,87.10794299040532,24.27010742927139,915.3502849781544,734.5605451729957,1.0
192.84602470022352,3.4145751603563292,60.15027750287097,42.93352036322983,760.0173265713473,759.1359648603693,1.0
217.7653721467415,4.5051859317148315,18.36441426601148,32.19800870882537,752.1241428478312,1204.0430892644838,0.0
232.77664895788425,5.014090578684564,26.820169177408548,45.32006198821943,736.9975020466105,1087.0965884870216,0.0
213.62612872693484,4.40318158412176,21.685411620812438,52.96063061781396,853.102609489421,1161.2332214002513,0.0
222.71578837195372,4.9199336022166795,23.7610065335697,42.571989703559275,788.5359164493608,1129.7462053117818,0.0
213.77300480179406,3.9235547035237586,29.267109585095522,37.11961126077924,860.5606232631313,1191.041849968557,0.0
207.19570647503718,5.336286850601366,25.434663499290675,34.75432986232949,940.6934745891751,1197.3726230852367,0.0
182.22258750593025,2.6513884024235046,55.26354542348809,28.502925271025944,787.5078404676434,613.2423164744007,1.0
245.7335980324986,5.169241921730846,23.02649633844359,41.49363482271189,870.3440133138894,1012.415759350489,0.0
213.37376241054153,4.886757950575084,26.102444996422914,30.34335196476792,849.6400117733941,1175.341946350243,0.0
220.3526355197173,4.387850881855317,27.22804725507917,58.97288694773111,984.9362141386381,1165.964999808237,0.0
214.44800473306802,4.385225202773792,27.60746377749069,46.71531171729053,909.6547118230254,1003.329810929734,0.0
151.46346846437314,2.451460065927896,76.05355962361807,34.71001585796873,767.3386219338787,989.9495401934433,1.0
217.08306250206724,4.488603717400797,23.525091443103857,40.344410117058416,880.212845861812,1101.4508999262655,0.0
212.074792615673,4.8104361295062565,25.317683359345704,40.1249932190725,615.8102227042143,1089.8005283364068,0.0
220.2831837613046,5.538003569299299,23.921110982642613,30.066413004180493,594.96425427158,1151.0124361250075,0.0
228.89630795623438,4.64042334037879,26.10619944195256,38.762710537251635,712.5564351660082,1117.6150451887693,0.0
233.56240028570824,4.440165052686928,23.251724027165253,43.215932113392384,736.7119725115208,1079.5123336135282,0.0
210.77834675822373,5.6874382095740925,26.85913433789841,32.80890548550814,893.7477492506926,1089.641314659422,0.0
231.95046628924842,6.037041334874987,25.27525745334512,37.37340479683832,844.7393937068975,924.7622904859004,0.0
210.50601111168058,5.255601299762491,24.778157303174822,33.077496707341034,746.5243329155677,1080.4214729031419,0.0
214.41078152728412,3.7348562386268354,24.651312870634126,49.6030479628147,755.1457163472139,1167.2389337611382,0.0
184.6122169753243,3.04675958456452,58.725931276100404,34.90906194688431,732.1019653536868,685.6799827228854,1.0
213.4667076742629,4.615013384470679,21.00905912278303,32.668438028900034,1019.6223142152799,944.1213004976158,0.0
213.99783122841205,5.196658919697186,21.55361789452403,41.34296497247793,703.3412109014685,973.7230224301436,0.0
172.6864583493896,3.337947978321152,58.90135876898064,43.888189102637135,862.5318334021503,653.5069526204666,1.0
163.28621989959927,4.180089891447885,56.15612623407079,36.41596424487111,916.441174053527,984.5690071639963,1.0
231.19574911434577,4.781270849838295,27.078755869094834,53.86349397262843,905.3891552295884,1209.8983357441964,0.0
210.35076539419896,6.028103564970161,26.71617232514243,42.52568845996623,835.0370216386339,1196.3906934075862,0.0
205.9814893720772,4.428497543634759,24.211327512375195,36.419706202530136,820.7603351400626,1093.0366546699893,0.0
188.7682539899329,3.5621279987994448,60.385551687843176,39.58740347349939,788.6407838298036,919.7850009665885,1.0
231.79440120721287,4.817339224343946,24.749686090628916,59.725421767898084,883.9663864431188,958.8943168933918,0.0
208.41635310807456,5.256542710048646,22.11986111416161,19.17901296811013,963.5797806135815,1043.0851801327467,0.0
231.0330188201652,4.954733358847919,18.699920477045126,38.418461556276796,796.210691828317,1057.424439534841,0.0
